AS Rank,AS Number,AS Name,Organisation,NREN
6641,2602,RESTENA,Fondation RESTENA,Luxembourg NREN
59138,51966,RESTENA-ANYCAST-AS,Fondation RESTENA,Luxembourg NREN
7716,44224,MARnet,Macedonian Academic Research Network Skopje,Macedonian NREN
18141,9199,RENAM,RENAM Public Association,Moldovian NREN
742,22335,MREN,Metropolitan Research and Education Network,Montenegro NREN
170,196844,PIONIER-AS-ams-ix,"Institute of Bioorganic Chemistry Polish Academy of Science, Poznan Supercomputing and Networking Center",Polish NREN
276,13293,PIONIER-AS-COM,"Institute of Bioorganic Chemistry Polish Academy of Science, Poznan Supercomputing and Networking Center",Polish NREN
518,8501,PIONIER-AS,"Institute of Bioorganic Chemistry Polish Academy of Science, Poznan Supercomputing and Networking Center",Polish NREN
1450,35628,PIONIER-AS-TP,"Institute of Bioorganic Chemistry Polish Academy of Science, Poznan Supercomputing and Networking Center",Polish NREN
1197,2614,RoEduNet,Agentia de Administrare a Retelei Nationale de Informatica pentru Educatie si Cercetare,Romanian NREN
94,3267,RUNNET,The federal state autonomous educational establishment of additional professional education Center of Realization of State Educational Policy and Informational Technologies,Russian NREN
24812,198444,NOVSU-RUNNET,"The State Educational Institution of Higher Vocational Education ""Yaroslav-the-Wise Novgorod State University""",Russian NREN
32559,198685,ISPU-RUNNET,"The State Educational Institution of Higher Vocational Education ""Ivanovo State Power University""",Russian NREN
36319,3343,RUNNET-AS,The federal state autonomous educational establishment of additional professional education Center of Realization of State Educational Policy and Informational Technologies,Russian NREN
4937,13092,UB-AS,Akademska mreza Republike Srbije - AMRES,Serbian NREN
2716,2107,ARNES-NET,ARNES,Slovenian NREN
59138,51988,ARNES-SIX,ARNES,Slovenian NREN
393,2607,SANET,Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,Slovakian NREN
1146,766,RedIRIS,Entidad Publica Empresarial Red.es,Spanish NREN
1064,559,SWITCH,SWITCH,Swiss NREN
67280,60467,SWITCH-CERT,SWITCH,Swiss NREN
67280,696,SWITCH-TEST2,SWITCH,Swiss NREN
67280,695,SWITCH-TEST1,SWITCH,Swiss NREN
1410,12687,URAN,"Association of users of Ukrainian Research & Academic Network ""URAN""",Ukrainian NREN
6333,205656,URAN-Odessa,"Association of users of Ukrainian Research & Academic Network ""URAN""",Ukrainian NREN
7724,6699,URAN-AS,Institute of Mathematic and Mechanic of Ural Department of Russian Science Academy,Ukrainian NREN
767,786,JANET,Jisc Services Limited,United Kingdom NREN
9980,133084,JANET-AP,Jisc Collections and Janet Limited,United Kingdom NREN
67280,2868,,Jisc Services Limited,United Kingdom NREN
67280,2867,,Jisc Services Limited,United Kingdom NREN
67280,3157,,Jisc Services Limited,United Kingdom NREN
67280,3159,,Jisc Services Limited,United Kingdom NREN
67280,3156,,Jisc Services Limited,United Kingdom NREN
67280,3155,,Jisc Services Limited,United Kingdom NREN
67280,8548,AS8548,Jisc Services Limited,United Kingdom NREN
67280,3172,,Jisc Services Limited,United Kingdom NREN
67280,2866,,Jisc Services Limited,United Kingdom NREN
67280,3154,,Jisc Services Limited,United Kingdom NREN
67280,3158,,Jisc Services Limited,United Kingdom NREN
67280,2608,,Jisc Services Limited,United Kingdom NREN
67280,2869,,Jisc Services Limited,United Kingdom NREN
67280,2870,,Jisc Services Limited,United Kingdom NREN
164,2603,NORDUNET,NORDUnet,Nordic NREN
2270,1741,FUNETAS,CSC - Tieteen tietotekniikan keskus Oy,Finnish NREN
4939,15474,RHNET,Rannsokna- og haskolanet Islands hf.,Icelandic NREN
936,1653,SUNET,SUNET Swedish University Network,Swedish NREN
3457,224,UNINETT,UNINETT AS,Norwegian NREN
49,11537,ABILENE,Internet2,United States NREN
66,11164,INTERNET2-TRANSITRAIL-CPS,Internet2,United States NREN
2470,396450,INTERNET2-2,Internet2,United States NREN
13780,22944,KCTCS-INTERNET2,Kentucky Community and Technical College System,United States NREN
24812,13436,INTERNET2-CONF,Internet2,United States NREN
29260,396961,INTERNET2-OSG,Internet2,United States NREN
67280,396955,INTERNET2-BLEND,Internet2,United States NREN
67280,25887,SLIAC,St Louis Internet2 Access Consortium LLC,United States NREN
67280,55038,INTERNET2-CLOUD,Internet2,United States NREN
962,293,ESNET,ESnet,United States NREN
10360,291,ESNET-EAST,ESnet,United States NREN
10435,292,ESNET-WEST,ESnet,United States NREN
11273,3428,ESNET-AS,ESnet,United States NREN
28468,3445,ESNET-AS,ESnet,United States NREN
36319,3431,ESNET-AS,ESnet,United States NREN
48821,3443,ESNET-AS,ESnet,United States NREN
59138,3425,ESNET-AS,ESnet,United States NREN
59138,3432,ESNET-AS,ESnet,United States NREN
67280,3440,ESNET-AS,ESnet,United States NREN
67280,3442,ESNET-AS,ESnet,United States NREN
67280,3436,ESNET-AS,ESnet,United States NREN
67280,3427,ESNET-AS,ESnet,United States NREN
67280,3438,ESNET-AS,ESnet,United States NREN
67280,3437,ESNET-AS,ESnet,United States NREN
67280,3444,ESNET-AS,ESnet,United States NREN
67280,3441,ESNET-AS,ESnet,United States NREN
67280,3429,ESNET-AS,ESnet,United States NREN
67280,3439,ESNET-AS,ESnet,United States NREN
67280,3426,ESNET-AS,ESnet,United States NREN
67280,3434,ESNET-AS,ESnet,United States NREN
67280,3433,ESNET-AS,ESnet,United States NREN
67280,3430,ESNET-AS,ESnet,United States NREN
67280,3435,ESNET-AS,ESnet,United States NREN
67280,11422,CALREN-2,CENIC,United States NREN
67280,11423,CALREN-2,CENIC,United States NREN
834,6325,ILLINOIS-CENTURY,Illinois Century Network,United States NREN
795,237,MERIT-AS-14,Merit Network Inc.,United States NREN
3586,2882,MERIT-AS-26,Merit Network Inc.,United States NREN
36319,231,MERIT-AS-8,Merit Network Inc.,United States NREN
36319,229,MERIT-AS-6,Merit Network Inc.,United States NREN
67280,232,MERIT-AS-9,Merit Network Inc.,United States NREN
67280,2883,MERIT-AS-27,Merit Network Inc.,United States NREN
67280,754,MERIT-AS-20,Merit Network Inc.,United States NREN
67280,689,MERIT-AS-26,Merit Network Inc.,United States NREN
67280,183,MERIT-AS-3,Merit Network Inc.,United States NREN
67280,2885,MERIT-AS-28,Merit Network Inc.,United States NREN
67280,758,MERIT-AS-24,Merit Network Inc.,United States NREN
67280,182,MERIT-AS-2,Merit Network Inc.,United States NREN
67280,757,MERIT-AS-23,Merit Network Inc.,United States NREN
67280,4553,MERIT-AS-29,Merit Network Inc.,United States NREN
67280,750,MERIT-AS-16,Merit Network Inc.,United States NREN
67280,755,MERIT-AS-21,Merit Network Inc.,United States NREN
67280,235,MERIT-AS-12,Merit Network Inc.,United States NREN
67280,184,MERIT-AS-4,Merit Network Inc.,United States NREN
67280,236,MERIT-AS-13,Merit Network Inc.,United States NREN
67280,756,MERIT-AS-22,Merit Network Inc.,United States NREN
67280,752,MERIT-AS-18,Merit Network Inc.,United States NREN
67280,233,MERIT-AS-10,Merit Network Inc.,United States NREN
67280,230,MERIT-AS-7,Merit Network Inc.,United States NREN
67280,690,MERIT-AS-27,Merit Network Inc.,United States NREN
67280,751,MERIT-AS-17,Merit Network Inc.,United States NREN
67280,238,MERIT-AS-15,Merit Network Inc.,United States NREN
67280,14924,NAP-PAIX-VA1,Merit Network Inc.,United States NREN
67280,759,MERIT-AS-25,Merit Network Inc.,United States NREN
67280,753,MERIT-AS-19,Merit Network Inc.,United States NREN
67280,181,MERIT-AS-1,Merit Network Inc.,United States NREN
67280,185,MERIT-AS-5,Merit Network Inc.,United States NREN
646,3754,NYSERNET3-AS,NYSERNet,United States NREN
4054,3755,NYSERNET3-AS,NYSERNet,United States NREN
21869,3756,NYSERNET3-AS,NYSERNet,United States NREN
48821,3630,NYSERNET-BLK,NYSERNet,United States NREN
67280,3629,NYSERNET-BLK,NYSERNet,United States NREN
67280,3628,NYSERNET-BLK,NYSERNet,United States NREN
553,600,OARNET-AS,OARnet,United States NREN
745,3112,OARNET-AS-1,OARnet,United States NREN
27320,13501,OARNET-AS-2,OARnet,United States NREN
1650,14325,OSHEAN,"OSHEAN, Inc.",United States NREN
850,6509,CANARIE-NTN,Canarie Inc,Canadian NREN
9920,53904,CANARIE-INC,Canarie Inc,Canadian NREN
818,15296,CYBERA,Cybera Inc,Canadian NREN
15658,22820,CYBERA,"Cybera, Inc.",Canadian NREN
1374,376,RISQ-AS,Reseau d'informations scientifiques du Quebec (RISQ),Canadian NREN
67280,851,RISQ-QIX,Reseau d'Informations Scientifiques du Quebec (RISQ) Inc.,Canadian NREN
67280,5747,ASN-RISQ-QIX,Reseau d'Informations Scientifiques du Quebec (RISQ) Inc.,Canadian NREN
67280,33107,EMSB-RISQ,English Montreal School Board,Canadian NREN
5044,26806,SRNET-SASKATCHEWAN-RESEARCH-NETWORK,SRNet Saskatchewan Research Network Inc.,Canadian NREN
67280,394995,SRNET-SASKATCHEWAN-RESEARCH-NETWORK-INC,SRNet Saskatchewan Research Network Inc.,Canadian NREN
59138,52250,,Ag para el Desarrollo de la Sociedad de la Inf en Bolivia - ADSIB,Bolivian NREN
3309,27817,,Red Nacional Académica de Tecnología Avanzada - RENATA,Colombian NREN
2606,61468,,CEDIA,Ecuadorian NREN
67280,27841,,CEDIA,Ecuadorian NREN
586,9885,NKN-INTERNET-GW,National Knowledge Network,Indian NREN
609,55824,NKN-CORE-NW,National Knowledge Network,Indian NREN
18562,55847,NKN-EDGE-NW,National Knowledge Network,Indian NREN
8960,45170,NREN-AS-NP,Nepal R&E Network,Nepalese NREN
1306,7660,APAN-JP,Asia Pacific Advanced Network - Japan,Japanese NREN
388,7575,AARNET-AS-AP,AARNet,Australian NREN
6705,24437,UWA-AS-AP,AARNet,Australian NREN
10536,7573,UTAS,AARNet,Australian NREN
10538,23859,UNSW-AS-AP,AARNet,Australian NREN
10995,24436,UQ-AS-AP,AARNet,Australian NREN
11477,24433,CQU-AS-AP,AARNet,Australian NREN
11568,23719,USYD-AS-AP,AARNet,Australian NREN
11568,24434,JCU-AS-AP,AARNet,Australian NREN
12078,24101,UNE-AS-AP,AARNet,Australian NREN
12078,24390,USP-AS-AP,AARNet,Australian NREN
25879,132728,ALFREDHEALTH-AS-AP,AARNet,Australian NREN
29763,7570,AARNET-NSW-RNO,AARNet,Australian NREN
67280,7569,AARNET-VIC-RNO,AARNet,Australian NREN
67280,4738,AARNET-TEST-AS-AP,AARNet,Australian NREN
67280,18062,GRANGENET-AS-AP,AARNet,Australian NREN
67280,38545,UNSW-ASIA-AS-AP,AARNet,Australian NREN
67280,24464,ANU-AS-AP,AARNet,Australian NREN
67280,24431,QUT-AS-AP,AARNet,Australian NREN
67280,7574,AARNET-NT-RNO,AARNet,Australian NREN
67280,7572,AARNET-ACT-RNO,AARNet,Australian NREN
67280,23654,AARNET-ADL-OFF-AS-AP,AARNet,Australian NREN
67280,7571,AARNET-WA-RNO,AARNet,Australian NREN
67280,17965,CSTNET,CHINA SCIENCE AND TECHNOLOGY NETWORK,Chinese NREN
1063,4538,ERX-CERNET-BKB,China Education and Research Network Center,Chinese NREN
2574,4267,CERNET-ASN-BLOCK,California Education and Research Federation Network,Chinese NREN
3702,4263,CERNET-ASN-BLOCK,California Education and Research Federation Network,Chinese NREN
4129,4264,CERNET-ASN-BLOCK,California Education and Research Federation Network,Chinese NREN
4895,38587,CERNET-IDC-AP,CERNET Internet Data Center,Chinese NREN
6455,133111,CNT-northChina,"CERNET New Technology Co., Ltd",Chinese NREN
6908,138371,CNGI-QDA-IX-AS-AP,China Education and Research Network (CERNET),Chinese NREN
10117,24364,CNGI-SH-IX-AS-AP,CERNET2 IX at Shanghai Jiaotong University,Chinese NREN
13859,132552,CERNET-TERNET-AS,Tianjin Municipal Education and Research Network,Chinese NREN
17199,23910,CNGI-CERNET2-AS-AP,China Next Generation Internet CERNET2,Chinese NREN
18626,24355,CNGI-CD-IX-AS-AP,CERNET2 IX at University of Electronic Science and Technology of China,Chinese NREN
44945,24348,CNGI-BJ-IX2-AS-AP,CERNET2 IX at Tsinghua University,Chinese NREN
48821,24357,CNGI-GZ-IX-AS-AP,CERNET2 IX at South China University of Technology,Chinese NREN
59138,24362,CNGI-HEF-IX-AS-AP,CERNET2 IX at University of Science and Technology of China,Chinese NREN
59138,24363,CNGI-JNN-IX-AS-AP,CERNET2 IX at Shandong University,Chinese NREN
59138,24361,CNGI-NJ-IX-AS-AP,CERNET2 IX at Southeast University,Chinese NREN
59138,24302,CRIS-CERNET-AS,China Education and Research Network (CERNET),Chinese NREN
66935,138378,CNGI-KMN-IX-AS-AP,China Education and Research Network (CERNET),Chinese NREN
66935,24349,CNGI-BJ-IX3-AS-AP,CERNET2 IX at Peking University,Chinese NREN
66935,24350,CNGI-BJ-IX4-AS-AP,CERNET2 IX at Beijing University of Posts and Telecommunications,Chinese NREN
66935,138369,CNGI-SJZ-IX-AS-AP,China Education and Research Network (CERNET),Chinese NREN
66935,24371,CNGI-CHC-IX-AS-AP,CERNET2 IX at Jilin University,Chinese NREN
66935,24369,CNGI-SY-IX-AS-AP,CERNET2 IX at Northeast University,Chinese NREN
66935,24353,CNGI-XA-IX-AS-AP,CERNET2 IX at Xi'an Jiaotong University,Chinese NREN
66935,24358,CNGI-WH-IX-AS-AP,CERNET2 IX at Huazhong University of Science and Technology,Chinese NREN
66935,24352,CNGI-TJN-IX-AS-AP,CERNET2 IX at Tianjin University,Chinese NREN
67280,133518,CERNEWTECH-WUHAN,"CERNET New Technology Co., Ltd",Chinese NREN
67280,133519,CERNEWTECH-HANGZHOU,"CERNET New Technology Co., Ltd",Chinese NREN
67280,24359,CNGI-CHS-IX-AS-AP,CERNET2 IX at Central South University,Chinese NREN
67280,59201,CERNET-PKU-AS,Peking University,Chinese NREN
67280,135503,CNT-Northeast,"CERNET New Technology Co., Ltd",Chinese NREN
67280,135507,CNT-eastChina,"CERNET New Technology Co., Ltd",Chinese NREN
67280,135502,CNT-Northeast,"CERNET New Technology Co., Ltd",Chinese NREN
67280,138375,CNGI-HHT-IX-AS-AP,China Education and Research Network (CERNET),Chinese NREN
67280,133511,CERNEWTECH-SHENZHEN,"CERNET New Technology Co., Ltd",Chinese NREN
67280,24360,CNGI-ZHZ-IX-AS-AP,CERNET2 IX at Zhengzhou University,Chinese NREN
67280,138442,CNGI-LSA-IX-AS-AP,China Education and Research Network (CERNET),Chinese NREN
67280,138373,CNGI-FZH-IX-AS-AP,China Education and Research Network (CERNET),Chinese NREN
67280,38585,CUTE-CERNET-AS-AP,China University Internet Test Environment Project (CUTE),Chinese NREN
67280,131490,CERT-Cor,CERNET Corporation,Chinese NREN
67280,18011,CERNET-3TN-AS-AP,CERNET 863 3TNET Terabit Regional Network (CERNET-3TN),Chinese NREN
67280,24366,CNGI-SH-IX3-AS-AP,CERNET2 IX at Tongji University,Chinese NREN
67280,45576,CERNET2-TSINGHUA6-AS-AP,Tsinghua University,Chinese NREN
67280,138377,CNGI-XNN-IX-AS-AP,China Education and Research Network (CERNET),Chinese NREN
67280,138440,CNGI-HAK-IX-AS-AP,China Education and Research Network (CERNET),Chinese NREN
67280,133516,CERNEWTECH-SHENYANG,"CERNET New Technology Co., Ltd",Chinese NREN
67280,24367,CNGI-HZH-IX-AS-AP,CERNET2 IX at Zhejiang University,Chinese NREN
67280,133513,CERNEWTECH-CHENGDU,"CERNET New Technology Co., Ltd",Chinese NREN
67280,24372,CNGI-HRB-IX-AS-AP,CERNET2 IX at Harbin Institute of Technology,Chinese NREN
67280,9403,ISTIC-CN-AS,NAP2 at CERNET located in Shanghai,Chinese NREN
67280,135505,CNT-southChina,"CERNET New Technology Co., Ltd",Chinese NREN
67280,138370,CNGI-NCH-IX-AS-AP,China Education and Research Network (CERNET),Chinese NREN
67280,133512,CERNEWTECH-ZHENGZHOU,"CERNET New Technology Co., Ltd",Chinese NREN
67280,135504,CNT-Southeast,"CERNET New Technology Co., Ltd",Chinese NREN
67280,138381,CNGI-GYN-IX-AS-AP,China Education and Research Network (CERNET),Chinese NREN
67280,45567,CERNET2-SCUT6-AS-AP,SCUT IPv6 Campus Network,Chinese NREN
67280,4843,CAINONET-CN-AS-AP,NAP2 at CERNET located in Shanghai,Chinese NREN
67280,4839,CERNAP2-CN,NAP2 at CERNET located in Shanghai,Chinese NREN
67280,138441,CNGI-WLQ-IX-AS-AP,China Education and Research Network (CERNET),Chinese NREN
67280,135508,CNT-southChina2,"CERNET New Technology Co., Ltd",Chinese NREN
67280,133515,CERNEWTECH-XIAN,"CERNET New Technology Co., Ltd",Chinese NREN
67280,138393,CNGI-NAN-IX-AS-AP,China Education and Research Network (CERNET),Chinese NREN
67280,138182,CNGI-SZH-IX-AS-AP,CERNET2 regional IX at Shenzhen University,Chinese NREN
67280,55826,CERNET2-TJU6-AS-AP,Tianjin University IPv6 Campus Network,Chinese NREN
67280,133508,CERNEWTECH-BEIJING,"CERNET New Technology Co., Ltd",Chinese NREN
67280,138438,CNGI-GLN-IX-AS-AP,China Education and Research Network (CERNET),Chinese NREN
67280,135501,CNT-northChina,"CERNET New Technology Co., Ltd",Chinese NREN
67280,132886,CERNET-LCU-AS,Liaocheng University,Chinese NREN
67280,24351,CNGI-BJ-IX5-AS-AP,CERNET2 IX at Beijing University of Aeronautics and Astronautics,Chinese NREN
67280,24370,CNGI-DLN-IX-AS-AP,CERNET2 IX at Dalian University of Technology,Chinese NREN
67280,135506,CNT-centralChina,"CERNET New Technology Co., Ltd",Chinese NREN
67280,24365,CNGI-SH-IX2-AS-AP,CERNET2 IX at Fudan University,Chinese NREN
67280,138374,CNGI-TYN-IX-AS-AP,China Education and Research Network (CERNET),Chinese NREN
67280,135570,CERNET2-SGECN-AS-AP,Space-ground Experimental Communication Network,Chinese NREN
67280,133514,CERNEWTECH-GUANGZHOU,"CERNET New Technology Co., Ltd",Chinese NREN
67280,133517,CERNEWTECH-NANJING,"CERNET New Technology Co., Ltd",Chinese NREN
67280,24368,CNGI-XMN-IX-AS-AP,CERNET2 IX at Xiamen University,Chinese NREN
67280,4840,CERNAP3-CN,NAP2 at CERNET located in Shanghai,Chinese NREN
67280,138376,CNGI-YCH-IX-AS-AP,China Education and Research Network (CERNET),Chinese NREN
67280,24354,CNGI-LZH-IX-AS-AP,CERNET2 IX at Lanzhou University,Chinese NREN
67280,24356,CNGI-CHQ-IX-AS-AP,CERNET2 IX at Chongqing University,Chinese NREN
67280,132551,CERNET2-BUPT-CINE-AS,China Innovate Network Environment (CINE),Chinese NREN
891,1237,KREONET-AS-KR,KISTI,Korean NREN
915,17579,KREONET2-AS-KR,KISTI,Korean NREN
603,64302,IDNIC-IDREN-AS-ID,IDREN - Indonesia Research and Education Network,Indonesian NREN
2330,138826,IDNIC-IDREN-AS-ID,IDREN - Indonesia Research and Education Network,Indonesian NREN
874,38022,REANNZ-NZ-AP,REANNZ Education and Schools,New Zealand NREN
43642,45131,REANNZ-OFFICE,REANNZ Education and Schools,New Zealand NREN
45678,55746,WITT-AS-AP,REANNZ Education and Schools,New Zealand NREN
48821,38299,REANNZ-CORP-NZ-AP,REANNZ Education and Schools,New Zealand NREN
48821,55747,SIT-AS-AP,REANNZ Education and Schools,New Zealand NREN
53057,38827,REANNZ-KRISTIN-NZ-AP,REANNZ Education and Schools,New Zealand NREN
67280,38492,REANNZ-ENDACE-NZ-AP,REANNZ Education and Schools,New Zealand NREN
67280,38018,REANNZ-INT-NZ-AP,REANNZ Education and Schools,New Zealand NREN
67280,38711,REANNZ-EDUCATION-NZ-AP,REANNZ Education and Schools,New Zealand NREN
67280,45135,SNAP-REANNZ-AS-AP,Two Degrees Mobile Limited,New Zealand NREN
67280,38300,REANNZ-RD-NZ-AP,REANNZ Education and Schools,New Zealand NREN
2457,7539,TWAREN-TW,National Applied Research Laboratories,Taiwanese NREN
67280,18414,TWAREN-AS-TW,National Center for High-performance Computing,Taiwanese NREN
19332,24489,TEIN2-NORTH-AP,Trans-Eurasia Information Network (TEIN2) - North,Trans-Eurasia Chinese NREN
24091,24490,TEIN2-SG-AP,Trans-Eurasia Information Network (TEIN2) - SG,Trans-Eurasia Chinese NREN
52129,24287,TEIN2-JP,National Institute of Informatics,Trans-Eurasia Japanese NREN
6390,378,MACHBA-AS,IUCC - Israel InterUniversity Computation Center,Israeli NREN
20233,41419,KAZRENA-AS,KazRENA,Kazakhstani NREN
15576,31492,UZSCI-AS,UZSCINET,Uzbekistan NREN
1233,36944,UBUNTU-UNICAST-AS,Ubuntunet Alliance For Research and Education Networking,East and Southern Africa South African NREN
67280,37608,iRENALA-AS,iRENALA,Malagasy NREN
4894,36914,KENET-AS,Kenya Education Network,Kenyan NREN
10892,37197,SUDREN,Sudanese Research and Education Network,Sudanese NREN
3028,2018,TENET-1,TENET (The UNINET Project),South African NREN
67280,1228,UNINET-ASNBLOCK,TENET (The UNINET Project),South African NREN
67280,1232,UNINET-ASNBLOCK,TENET (The UNINET Project),South African NREN
67280,6149,TENET-2,TENET (The UNINET Project),South African NREN
67280,1231,UNINET-ASNBLOCK,TENET (The UNINET Project),South African NREN
67280,1230,UNINET-ASNBLOCK,TENET (The UNINET Project),South African NREN
67280,1229,UNINET-ASNBLOCK,TENET (The UNINET Project),South African NREN
29044,37513,Polytechnic-NA,Namibia University of Science and Technology,Namibian NREN
32559,327764,SomaliREN,Somali Research & Education Network(SomaliREN),Somali NREN
67280,328363,SOIXP-Management-AS,Somali Research & Education Network(SomaliREN),Somali NREN
67280,37781,SOIXP-PEERING-AS,Somali Research & Education Network(SomaliREN),Somali NREN
1875,37288,WACREN,West and Central African Research Network,West and Central Africa Senegalese NREN